Product Name,Price (₹),Rating (★),Number of Buyers,Total Sold,Available Stock,Main Category,Sub Category,Discount (%),Seller,Return Policy,Product URL
Purohit-Saini Non Ultra Smartphones 11,50362.61,3.5,2566,6562,1493,Electronics,Smartphones,0,Flipkart Assured,TRUE,https://www.flipkart.com/Purohit-Saini-Non-Ultra-Smartphones-11-4821
Kale-Borah Fuga Ultra ACs 14,11274.62,4.3,5883,804,155,Appliances,ACs,38,Flipkart Assured,TRUE,https://www.flipkart.com/Kale-Borah-Fuga-Ultra-ACs-14-7365
Dar and Sons Error Ultra Dresses 12,48595.12,4.5,2925,1764,342,Fashion,Dresses,0,RetailNet,TRUE,https://www.flipkart.com/Dar-and-Sons-Error-Ultra-Dresses-12-2633
Narula-Borah Cum Lite Washing Machines 9,28446.06,3.6,826,3022,264,Appliances,Washing Machines,0,HomeCare Solutions,TRUE,https://www.flipkart.com/Narula-Borah-Cum-Lite-Washing-Machines-9-3708
Vala-Aggarwal Temporibus Pro Laptops 8,58089.66,3.1,4736,1233,612,Electronics,Laptops,47,Cloudtail India,TRUE,https://www.flipkart.com/Vala-Aggarwal-Temporibus-Pro-Laptops-8-3075
Dar PLC Excepturi Pro Furniture 9,11172.37,5,9204,2226,1048,Home,Furniture,46,MobileHub,FALSE,https://www.flipkart.com/Dar-PLC-Excepturi-Pro-Furniture-9-3265
Zachariah-Thakur Neque Lite Refrigerators 13,16503.45,4.8,992,9162,2994,Appliances,Refrigerators,21,Cloudtail India,FALSE,https://www.flipkart.com/Zachariah-Thakur-Neque-Lite-Refrigerators-13-7537
"Mitter, Merchant and Butala Ex Pro T-Shirts 4",571.12,3.9,1245,7697,600,Fashion,T-Shirts,32,MobileHub,FALSE,"https://www.flipkart.com/Mitter,-Merchant-and-Butala-Ex-Pro-T-Shirts-4-1743"
Gour Ltd Inventore Ultra Refrigerators 10,63602.23,3.6,5655,8162,660,Appliances,Refrigerators,9,MobileHub,FALSE,https://www.flipkart.com/Gour-Ltd-Inventore-Ultra-Refrigerators-10-5776
De-Sridhar Officiis Pro Jeans 10,2924.06,4.5,6229,61,17,Fashion,Jeans,31,Flipkart Assured,TRUE,https://www.flipkart.com/De-Sridhar-Officiis-Pro-Jeans-10-7078
Sinha-Taneja Eum Lite Shoes 1,7965.18,3.7,3385,9423,1650,Fashion,Shoes,51,ElectroWorld,TRUE,https://www.flipkart.com/Sinha-Taneja-Eum-Lite-Shoes-1-2740
Minhas PLC Laborum Plus Decor 10,32236.79,3.1,7622,5673,2185,Home,Decor,9,SuperComNet,FALSE,https://www.flipkart.com/Minhas-PLC-Laborum-Plus-Decor-10-2345
Sankar and Sons Sequi Ultra Lighting 1,11254.37,3.3,2012,9270,1124,Home,Lighting,35,SuperComNet,TRUE,https://www.flipkart.com/Sankar-and-Sons-Sequi-Ultra-Lighting-1-3160
Dada PLC Magnam Pro T-Shirts 10,1027.68,4.4,4608,9839,695,Fashion,T-Shirts,45,Cloudtail India,FALSE,https://www.flipkart.com/Dada-PLC-Magnam-Pro-T-Shirts-10-8886
Chana Ltd Incidunt Lite Decor 2,46557.65,3.4,9759,9758,2831,Home,Decor,8,Cloudtail India,FALSE,https://www.flipkart.com/Chana-Ltd-Incidunt-Lite-Decor-2-1474
Zacharia LLC Velit Lite Shoes 11,28589.88,3.8,6398,4085,885,Fashion,Shoes,0,HomeCare Solutions,FALSE,https://www.flipkart.com/Zacharia-LLC-Velit-Lite-Shoes-11-5104
"Srinivasan, Sant and Mukherjee Eveniet Lite Laptops 14",102199.62,3.7,6159,9606,4183,Electronics,Laptops,5,RetailNet,FALSE,"https://www.flipkart.com/Srinivasan,-Sant-and-Mukherjee-Eveniet-Lite-Laptops-14-3912"
Radhakrishnan-Khosla Nulla Plus Lighting 15,6096.28,3.4,2090,3737,141,Home,Lighting,5,Flipkart Assured,FALSE,https://www.flipkart.com/Radhakrishnan-Khosla-Nulla-Plus-Lighting-15-5899
Mani Ltd Non Ultra Shoes 3,39130.54,3.8,726,8504,372,Fashion,Shoes,12,FashionPlus,FALSE,https://www.flipkart.com/Mani-Ltd-Non-Ultra-Shoes-3-3970
Nagarajan Group Dicta Ultra T-Shirts 4,1354.39,3.8,783,4722,1610,Fashion,T-Shirts,0,Flipkart Assured,TRUE,https://www.flipkart.com/Nagarajan-Group-Dicta-Ultra-T-Shirts-4-5605
"Rama, Baria and Thaman In Ultra Decor 2",44428.57,3.8,4806,5484,90,Home,Decor,0,Flipkart Assured,TRUE,"https://www.flipkart.com/Rama,-Baria-and-Thaman-In-Ultra-Decor-2-5526"
Reddy PLC Fuga Lite Kitchenware 15,3385.79,4.9,2802,8563,145,Home,Kitchenware,0,MobileHub,FALSE,https://www.flipkart.com/Reddy-PLC-Fuga-Lite-Kitchenware-15-6929
Mangal-Kant Facilis Lite Refrigerators 10,33850.62,4.9,9377,833,157,Appliances,Refrigerators,7,Cloudtail India,TRUE,https://www.flipkart.com/Mangal-Kant-Facilis-Lite-Refrigerators-10-7529
Hora-Sood Itaque Ultra Smartwatches 10,12185.77,4.7,6790,1921,462,Electronics,Smartwatches,0,HomeCare Solutions,TRUE,https://www.flipkart.com/Hora-Sood-Itaque-Ultra-Smartwatches-10-9365
Bava-Modi Fugiat Ultra Headphones 8,13863.73,3.3,3778,4139,1355,Electronics,Headphones,47,ElectroWorld,FALSE,https://www.flipkart.com/Bava-Modi-Fugiat-Ultra-Headphones-8-5462
"Kumer, Vaidya and Vig Voluptate Lite Smartwatches 2",36650.37,3.5,2958,791,79,Electronics,Smartwatches,40,SuperComNet,FALSE,"https://www.flipkart.com/Kumer,-Vaidya-and-Vig-Voluptate-Lite-Smartwatches-2-8794"
Pau Ltd Vel Ultra Laptops 12,245946.54,4.1,4747,9471,3883,Electronics,Laptops,20,FashionPlus,FALSE,https://www.flipkart.com/Pau-Ltd-Vel-Ultra-Laptops-12-6322
Nadig Inc Animi Lite Washing Machines 4,28693.74,3.8,611,5570,166,Appliances,Washing Machines,15,HomeCare Solutions,TRUE,https://www.flipkart.com/Nadig-Inc-Animi-Lite-Washing-Machines-4-1558
Mitra-Gala Aliquid Plus ACs 4,24412.67,3.7,2952,1862,664,Appliances,ACs,28,RetailNet,TRUE,https://www.flipkart.com/Mitra-Gala-Aliquid-Plus-ACs-4-9700
Ravel-Palla Tenetur Ultra Jeans 1,46717.72,3.7,9911,424,63,Fashion,Jeans,0,ElectroWorld,TRUE,https://www.flipkart.com/Ravel-Palla-Tenetur-Ultra-Jeans-1-6402
Bhavsar LLC Perferendis Plus Microwaves 14,48407.05,4.5,2620,3682,777,Appliances,Microwaves,54,ElectroWorld,TRUE,https://www.flipkart.com/Bhavsar-LLC-Perferendis-Plus-Microwaves-14-1676
Andra-Pingle Reprehenderit Pro Laptops 3,214619.6,4.7,5033,9321,1595,Electronics,Laptops,56,FashionPlus,FALSE,https://www.flipkart.com/Andra-Pingle-Reprehenderit-Pro-Laptops-3-5758
"Lala, Chacko and Borra Expedita Lite Washing Machines 13",39310.71,4,9117,8376,3249,Appliances,Washing Machines,52,HomeCare Solutions,FALSE,"https://www.flipkart.com/Lala,-Chacko-and-Borra-Expedita-Lite-Washing-Machines-13-7437"
Varughese-Pall Maiores Pro Refrigerators 6,18018.82,4.3,2915,7170,1829,Appliances,Refrigerators,0,RetailNet,TRUE,https://www.flipkart.com/Varughese-Pall-Maiores-Pro-Refrigerators-6-9225
"Joshi, Bhavsar and Barad Accusantium Lite Microwaves 15",8125.58,4.7,7363,7283,2278,Appliances,Microwaves,45,MobileHub,FALSE,"https://www.flipkart.com/Joshi,-Bhavsar-and-Barad-Accusantium-Lite-Microwaves-15-4217"
Keer-Muni Ea Pro Jeans 8,13570.57,4,4199,1150,424,Fashion,Jeans,60,RetailNet,TRUE,https://www.flipkart.com/Keer-Muni-Ea-Pro-Jeans-8-8221
Sami-Sule Unde Plus Laptops 6,35307.71,3.2,1295,5019,2045,Electronics,Laptops,26,Cloudtail India,TRUE,https://www.flipkart.com/Sami-Sule-Unde-Plus-Laptops-6-9927
"Rege, Wable and Yogi Minus Pro Laptops 13",130335.56,3.5,7851,2645,830,Electronics,Laptops,68,Cloudtail India,TRUE,"https://www.flipkart.com/Rege,-Wable-and-Yogi-Minus-Pro-Laptops-13-6601"
Keer Inc Saepe Pro Washing Machines 13,4613.49,4,2434,1872,258,Appliances,Washing Machines,45,RetailNet,TRUE,https://www.flipkart.com/Keer-Inc-Saepe-Pro-Washing-Machines-13-2813
"Sagar, Kaur and Hora Reprehenderit Plus Refrigerators 5",12815.13,3.4,3435,9531,4231,Appliances,Refrigerators,13,ElectroWorld,FALSE,"https://www.flipkart.com/Sagar,-Kaur-and-Hora-Reprehenderit-Plus-Refrigerators-5-8494"
Nagi-Taneja Asperiores Lite Lighting 15,541.05,4.9,2317,3085,69,Home,Lighting,12,ElectroWorld,TRUE,https://www.flipkart.com/Nagi-Taneja-Asperiores-Lite-Lighting-15-8843
Kumer-Dara Quas Pro Microwaves 7,23898.74,4.5,8088,9508,1234,Appliances,Microwaves,17,MobileHub,FALSE,https://www.flipkart.com/Kumer-Dara-Quas-Pro-Microwaves-7-9021
"Shere, Samra and Chatterjee Possimus Ultra Microwaves 12",348.32,4.6,3599,2266,285,Appliances,Microwaves,35,FashionPlus,TRUE,"https://www.flipkart.com/Shere,-Samra-and-Chatterjee-Possimus-Ultra-Microwaves-12-9503"
Mohanty-Sahni Quo Ultra Headphones 9,24479.41,3,7807,4206,1668,Electronics,Headphones,43,SuperComNet,TRUE,https://www.flipkart.com/Mohanty-Sahni-Quo-Ultra-Headphones-9-9101
Pant Group Reprehenderit Pro Smartwatches 12,25601.06,3.5,568,9811,1741,Electronics,Smartwatches,41,ElectroWorld,FALSE,https://www.flipkart.com/Pant-Group-Reprehenderit-Pro-Smartwatches-12-7819
Khalsa-Muni Saepe Plus Shoes 9,10570.56,4.5,1258,2061,191,Fashion,Shoes,8,ElectroWorld,FALSE,https://www.flipkart.com/Khalsa-Muni-Saepe-Plus-Shoes-9-3350
"Buch, Munshi and Doctor Vel Ultra Microwaves 5",43579.69,4.7,5732,1154,320,Appliances,Microwaves,37,MobileHub,FALSE,"https://www.flipkart.com/Buch,-Munshi-and-Doctor-Vel-Ultra-Microwaves-5-1911"
"Kale, Jha and Basu Impedit Lite Microwaves 14",49893.71,3.7,7749,3147,176,Appliances,Microwaves,29,MobileHub,FALSE,"https://www.flipkart.com/Kale,-Jha-and-Basu-Impedit-Lite-Microwaves-14-1663"
Karnik-Atwal Aut Pro Refrigerators 12,54864.6,4,7523,3830,842,Appliances,Refrigerators,64,Flipkart Assured,FALSE,https://www.flipkart.com/Karnik-Atwal-Aut-Pro-Refrigerators-12-8510
Upadhyay PLC Eius Lite T-Shirts 15,1482.86,4.6,5590,6044,826,Fashion,T-Shirts,49,SuperComNet,TRUE,https://www.flipkart.com/Upadhyay-PLC-Eius-Lite-T-Shirts-15-8364
Shan LLC Eveniet Lite Smartwatches 15,35214.95,4.4,2555,5630,16,Electronics,Smartwatches,12,SuperComNet,FALSE,https://www.flipkart.com/Shan-LLC-Eveniet-Lite-Smartwatches-15-9751
Chandran Ltd Error Ultra Laptops 15,223017.91,4.6,5721,7833,1530,Electronics,Laptops,24,MobileHub,FALSE,https://www.flipkart.com/Chandran-Ltd-Error-Ultra-Laptops-15-7366
Wali-Chaudhary Mollitia Plus Headphones 12,6858.29,4.4,4637,5334,252,Electronics,Headphones,0,ElectroWorld,FALSE,https://www.flipkart.com/Wali-Chaudhary-Mollitia-Plus-Headphones-12-6438
"Chhabra, Mutti and Sabharwal Culpa Pro Decor 14",15168.11,4.2,1568,2713,212,Home,Decor,0,ElectroWorld,TRUE,"https://www.flipkart.com/Chhabra,-Mutti-and-Sabharwal-Culpa-Pro-Decor-14-7092"
"Narain, Kohli and Srinivas Nisi Lite Refrigerators 7",34791.71,3.4,1719,9287,3183,Appliances,Refrigerators,59,ElectroWorld,TRUE,"https://www.flipkart.com/Narain,-Kohli-and-Srinivas-Nisi-Lite-Refrigerators-7-5658"
Murthy Inc Enim Ultra Smartwatches 7,38298.01,3,1802,5715,2449,Electronics,Smartwatches,38,ElectroWorld,TRUE,https://www.flipkart.com/Murthy-Inc-Enim-Ultra-Smartwatches-7-3973
"Aurora, Palan and Vyas Numquam Plus Refrigerators 9",25058.07,3.4,1235,3631,67,Appliances,Refrigerators,61,MobileHub,TRUE,"https://www.flipkart.com/Aurora,-Palan-and-Vyas-Numquam-Plus-Refrigerators-9-9591"
Doshi PLC Sed Pro Furniture 14,25311.32,3.5,9950,9485,4311,Home,Furniture,26,HomeCare Solutions,TRUE,https://www.flipkart.com/Doshi-PLC-Sed-Pro-Furniture-14-2428
Mane PLC Reprehenderit Lite Furniture 11,28020.57,4.7,7993,1259,426,Home,Furniture,0,RetailNet,FALSE,https://www.flipkart.com/Mane-PLC-Reprehenderit-Lite-Furniture-11-6468
Viswanathan-Krish Quod Lite Lighting 11,3087.3,4.1,1864,871,160,Home,Lighting,70,Flipkart Assured,FALSE,https://www.flipkart.com/Viswanathan-Krish-Quod-Lite-Lighting-11-2423
"Sandhu, Tiwari and Shere Quae Ultra Furniture 7",32310.81,3.4,1709,4350,1391,Home,Furniture,0,MobileHub,FALSE,"https://www.flipkart.com/Sandhu,-Tiwari-and-Shere-Quae-Ultra-Furniture-7-4817"
Ravel-Dave Aliquid Lite Shoes 13,17562.7,3.1,1029,475,55,Fashion,Shoes,47,HomeCare Solutions,TRUE,https://www.flipkart.com/Ravel-Dave-Aliquid-Lite-Shoes-13-5870
"Roy, Nanda and Chacko Veniam Lite Refrigerators 12",20537.54,4.5,1217,4057,797,Appliances,Refrigerators,5,FashionPlus,TRUE,"https://www.flipkart.com/Roy,-Nanda-and-Chacko-Veniam-Lite-Refrigerators-12-5285"
"Wason, Sahota and Kumer Provident Plus T-Shirts 3",1589.11,4.3,3914,1988,106,Fashion,T-Shirts,44,Flipkart Assured,TRUE,"https://www.flipkart.com/Wason,-Sahota-and-Kumer-Provident-Plus-T-Shirts-3-6896"
Tailor Ltd Incidunt Lite ACs 5,39969.15,4.7,2770,1681,121,Appliances,ACs,8,HomeCare Solutions,TRUE,https://www.flipkart.com/Tailor-Ltd-Incidunt-Lite-ACs-5-1194
Mistry Group Ipsa Ultra Refrigerators 15,42461.03,3.2,6160,9557,1158,Appliances,Refrigerators,32,RetailNet,TRUE,https://www.flipkart.com/Mistry-Group-Ipsa-Ultra-Refrigerators-15-8001
Chaudry-Chadha Id Plus Furniture 10,45498.39,3.9,5393,1444,440,Home,Furniture,0,HomeCare Solutions,FALSE,https://www.flipkart.com/Chaudry-Chadha-Id-Plus-Furniture-10-2238
Hegde PLC Cupiditate Lite Jeans 14,3138.86,3.7,7685,6635,1331,Fashion,Jeans,67,FashionPlus,TRUE,https://www.flipkart.com/Hegde-PLC-Cupiditate-Lite-Jeans-14-9632
Kara and Sons Quos Plus Laptops 15,225374.28,3.9,4665,642,233,Electronics,Laptops,0,MobileHub,FALSE,https://www.flipkart.com/Kara-and-Sons-Quos-Plus-Laptops-15-2403
"Tripathi, Suresh and Kalla Porro Pro Decor 14",24403.06,3.7,7164,436,177,Home,Decor,35,RetailNet,FALSE,"https://www.flipkart.com/Tripathi,-Suresh-and-Kalla-Porro-Pro-Decor-14-8275"
"Rege, Kaur and Acharya Sint Plus Refrigerators 12",50433.43,3.4,8722,9590,4146,Appliances,Refrigerators,0,Flipkart Assured,FALSE,"https://www.flipkart.com/Rege,-Kaur-and-Acharya-Sint-Plus-Refrigerators-12-1911"
Deol Group Minus Plus Laptops 10,151068.73,3,2962,7641,3582,Electronics,Laptops,17,RetailNet,TRUE,https://www.flipkart.com/Deol-Group-Minus-Plus-Laptops-10-3015
Sarna Ltd Tempora Plus Dresses 15,39951.78,3.6,8869,130,33,Fashion,Dresses,11,MobileHub,FALSE,https://www.flipkart.com/Sarna-Ltd-Tempora-Plus-Dresses-15-1251
Ramesh Group Accusantium Pro Refrigerators 3,43802.09,4.6,6976,8903,2990,Appliances,Refrigerators,44,HomeCare Solutions,TRUE,https://www.flipkart.com/Ramesh-Group-Accusantium-Pro-Refrigerators-3-6477
Bava PLC Maiores Pro Washing Machines 10,9677.91,3.7,4028,866,59,Appliances,Washing Machines,19,Cloudtail India,TRUE,https://www.flipkart.com/Bava-PLC-Maiores-Pro-Washing-Machines-10-6137
Doctor-Narang Facilis Lite Decor 6,34016.46,3.3,6411,3260,1603,Home,Decor,0,HomeCare Solutions,TRUE,https://www.flipkart.com/Doctor-Narang-Facilis-Lite-Decor-6-5390
"Sunder, Gour and Dara Ab Lite Shoes 7",14396.67,4.5,6894,9395,4289,Fashion,Shoes,17,SuperComNet,TRUE,"https://www.flipkart.com/Sunder,-Gour-and-Dara-Ab-Lite-Shoes-7-8285"
Chhabra LLC Et Pro Smartwatches 13,22620.01,3,554,6009,170,Electronics,Smartwatches,36,MobileHub,TRUE,https://www.flipkart.com/Chhabra-LLC-Et-Pro-Smartwatches-13-2331
Dass-Malhotra Excepturi Ultra Refrigerators 9,54718.26,4.5,2104,4593,554,Appliances,Refrigerators,15,Flipkart Assured,TRUE,https://www.flipkart.com/Dass-Malhotra-Excepturi-Ultra-Refrigerators-9-3380
Chaudhuri Inc Perspiciatis Plus Furniture 8,15833.75,3.8,3826,4868,964,Home,Furniture,0,RetailNet,FALSE,https://www.flipkart.com/Chaudhuri-Inc-Perspiciatis-Plus-Furniture-8-7883
Chhabra-Sem Animi Plus Headphones 11,14631.55,4.4,8241,4291,220,Electronics,Headphones,0,ElectroWorld,FALSE,https://www.flipkart.com/Chhabra-Sem-Animi-Plus-Headphones-11-3461
Zacharia LLC Cumque Pro Smartwatches 13,16524.18,3.4,3648,776,315,Electronics,Smartwatches,0,Cloudtail India,TRUE,https://www.flipkart.com/Zacharia-LLC-Cumque-Pro-Smartwatches-13-8921
Dhar and Sons Architecto Ultra Lighting 7,25124.62,3.6,7000,410,169,Home,Lighting,25,FashionPlus,TRUE,https://www.flipkart.com/Dhar-and-Sons-Architecto-Ultra-Lighting-7-2959
"Sastry, Raman and Bajaj Aliquam Plus Lighting 3",1248.51,3.5,5820,5565,1518,Home,Lighting,47,Flipkart Assured,TRUE,"https://www.flipkart.com/Sastry,-Raman-and-Bajaj-Aliquam-Plus-Lighting-3-4802"
Khanna-Sibal At Plus Washing Machines 11,3300.98,4.9,5558,1002,30,Appliances,Washing Machines,37,SuperComNet,TRUE,https://www.flipkart.com/Khanna-Sibal-At-Plus-Washing-Machines-11-9350
Vora LLC Eius Plus Lighting 1,29274.24,4.3,5101,8299,1862,Home,Lighting,0,ElectroWorld,TRUE,https://www.flipkart.com/Vora-LLC-Eius-Plus-Lighting-1-2513
"Gokhale, Gandhi and Mahajan Voluptatum Ultra Refrigerators 3",43906.49,4.2,6417,1075,130,Appliances,Refrigerators,52,SuperComNet,TRUE,"https://www.flipkart.com/Gokhale,-Gandhi-and-Mahajan-Voluptatum-Ultra-Refrigerators-3-1221"
Magar-Kata Assumenda Lite ACs 9,11329.85,3.6,9373,4513,1399,Appliances,ACs,18,ElectroWorld,FALSE,https://www.flipkart.com/Magar-Kata-Assumenda-Lite-ACs-9-7888
Doctor-Dani Temporibus Pro Smartwatches 10,4623.33,4.2,2299,6348,1872,Electronics,Smartwatches,55,FashionPlus,FALSE,https://www.flipkart.com/Doctor-Dani-Temporibus-Pro-Smartwatches-10-2615
Badami-Chakrabarti Sit Plus Refrigerators 4,70811.83,3.4,4282,7544,337,Appliances,Refrigerators,0,Cloudtail India,FALSE,https://www.flipkart.com/Badami-Chakrabarti-Sit-Plus-Refrigerators-4-9315
Saraf LLC Quaerat Pro Microwaves 5,44084.54,4.3,8161,1806,186,Appliances,Microwaves,65,ElectroWorld,FALSE,https://www.flipkart.com/Saraf-LLC-Quaerat-Pro-Microwaves-5-4342
"Dara, Ramanathan and Vasa Facilis Plus Refrigerators 11",10538.36,4.5,973,4822,1258,Appliances,Refrigerators,67,MobileHub,TRUE,"https://www.flipkart.com/Dara,-Ramanathan-and-Vasa-Facilis-Plus-Refrigerators-11-6539"
Pau and Sons Numquam Pro Decor 11,30539.9,4.7,1921,533,184,Home,Decor,0,MobileHub,FALSE,https://www.flipkart.com/Pau-and-Sons-Numquam-Pro-Decor-11-6914
Gandhi-Dugar Rerum Plus Microwaves 12,16833.56,4.3,2788,9241,2906,Appliances,Microwaves,0,RetailNet,FALSE,https://www.flipkart.com/Gandhi-Dugar-Rerum-Plus-Microwaves-12-2124
"Tella, Dani and Oak Nulla Ultra Washing Machines 13",5520.27,4.1,6252,6838,239,Appliances,Washing Machines,38,HomeCare Solutions,TRUE,"https://www.flipkart.com/Tella,-Dani-and-Oak-Nulla-Ultra-Washing-Machines-13-3992"
Nigam-Dube Asperiores Lite Furniture 4,30662.51,4.5,68,3519,950,Home,Furniture,26,Cloudtail India,TRUE,https://www.flipkart.com/Nigam-Dube-Asperiores-Lite-Furniture-4-1635
Lala-Pandit Soluta Ultra Shoes 5,30053.61,5,8212,3800,1183,Fashion,Shoes,0,RetailNet,TRUE,https://www.flipkart.com/Lala-Pandit-Soluta-Ultra-Shoes-5-5497
"Bose, Tara and Hayer Veniam Ultra Dresses 7",22432.04,4,7795,3298,920,Fashion,Dresses,62,SuperComNet,TRUE,"https://www.flipkart.com/Bose,-Tara-and-Hayer-Veniam-Ultra-Dresses-7-1948"
Ravi and Sons Neque Pro Jeans 15,38140.9,3.9,8927,8693,4177,Fashion,Jeans,0,MobileHub,FALSE,https://www.flipkart.com/Ravi-and-Sons-Neque-Pro-Jeans-15-4565
Goda-Nazareth Ipsam Lite Furniture 3,36129.6,4,4937,8815,1902,Home,Furniture,0,Cloudtail India,FALSE,https://www.flipkart.com/Goda-Nazareth-Ipsam-Lite-Furniture-3-6868
"Kaur, Mody and Morar Ipsam Lite Decor 10",26403.59,3.8,9298,7203,3320,Home,Decor,0,ElectroWorld,TRUE,"https://www.flipkart.com/Kaur,-Mody-and-Morar-Ipsam-Lite-Decor-10-9405"
"Viswanathan, Bail and Atwal Atque Pro Dresses 3",25350.14,3.3,3230,5785,2155,Fashion,Dresses,62,Flipkart Assured,TRUE,"https://www.flipkart.com/Viswanathan,-Bail-and-Atwal-Atque-Pro-Dresses-3-3774"
"Vala, Acharya and Tiwari Rerum Pro Kitchenware 8",45336.74,4.5,7753,4552,1386,Home,Kitchenware,10,HomeCare Solutions,TRUE,"https://www.flipkart.com/Vala,-Acharya-and-Tiwari-Rerum-Pro-Kitchenware-8-7448"
Pal-Brar Et Lite Washing Machines 2,36890.48,3.1,7090,5397,54,Appliances,Washing Machines,69,Cloudtail India,TRUE,https://www.flipkart.com/Pal-Brar-Et-Lite-Washing-Machines-2-6329
Peri-Radhakrishnan Id Ultra Shoes 8,36257.11,3.8,5465,9583,335,Fashion,Shoes,0,Flipkart Assured,FALSE,https://www.flipkart.com/Peri-Radhakrishnan-Id-Ultra-Shoes-8-8194
Deshpande-Johal Aliquid Plus Washing Machines 3,13870.2,4.1,1577,4399,855,Appliances,Washing Machines,50,FashionPlus,FALSE,https://www.flipkart.com/Deshpande-Johal-Aliquid-Plus-Washing-Machines-3-1648
Bajaj-Doshi Nostrum Plus T-Shirts 6,878.02,4.5,777,3889,200,Fashion,T-Shirts,24,RetailNet,TRUE,https://www.flipkart.com/Bajaj-Doshi-Nostrum-Plus-T-Shirts-6-3825
"Deep, Sama and Thakkar Libero Ultra Laptops 12",30240.88,3.7,8494,3797,855,Electronics,Laptops,23,SuperComNet,FALSE,"https://www.flipkart.com/Deep,-Sama-and-Thakkar-Libero-Ultra-Laptops-12-5661"
Mammen-Deo Quod Lite Headphones 10,23257.25,5,5406,6102,2047,Electronics,Headphones,70,MobileHub,TRUE,https://www.flipkart.com/Mammen-Deo-Quod-Lite-Headphones-10-2794
Manne-Sachar Quod Lite Decor 3,36828.26,3.5,8585,1260,398,Home,Decor,54,Cloudtail India,FALSE,https://www.flipkart.com/Manne-Sachar-Quod-Lite-Decor-3-5610
Ben and Sons Laborum Ultra Headphones 11,37756.86,4.9,6459,7005,693,Electronics,Headphones,0,HomeCare Solutions,FALSE,https://www.flipkart.com/Ben-and-Sons-Laborum-Ultra-Headphones-11-6889
Bains-Magar Mollitia Ultra Laptops 2,34076.81,4.6,8713,8094,368,Electronics,Laptops,68,MobileHub,FALSE,https://www.flipkart.com/Bains-Magar-Mollitia-Ultra-Laptops-2-2188
Ben Group Vel Ultra Furniture 2,8980.28,3.5,7757,7325,917,Home,Furniture,68,RetailNet,TRUE,https://www.flipkart.com/Ben-Group-Vel-Ultra-Furniture-2-8444
"Chaudry, Sankaran and Kalla Impedit Ultra Lighting 10",7351.03,4.2,8709,4485,1583,Home,Lighting,5,FashionPlus,FALSE,"https://www.flipkart.com/Chaudry,-Sankaran-and-Kalla-Impedit-Ultra-Lighting-10-2390"
"Iyengar, Sur and Krish Ad Ultra Dresses 6",5941.19,4.1,6121,7847,1923,Fashion,Dresses,34,ElectroWorld,TRUE,"https://www.flipkart.com/Iyengar,-Sur-and-Krish-Ad-Ultra-Dresses-6-6227"
Sarraf-Mohan Reiciendis Lite Refrigerators 15,56448.87,4.3,1379,6748,1359,Appliances,Refrigerators,0,RetailNet,FALSE,https://www.flipkart.com/Sarraf-Mohan-Reiciendis-Lite-Refrigerators-15-1559
Khare and Sons Odit Ultra Washing Machines 3,28144.77,4.3,5638,501,137,Appliances,Washing Machines,0,FashionPlus,TRUE,https://www.flipkart.com/Khare-and-Sons-Odit-Ultra-Washing-Machines-3-4914
"Wadhwa, Shroff and Nadkarni Doloribus Plus ACs 5",11589.48,3.9,6344,1749,441,Appliances,ACs,29,ElectroWorld,FALSE,"https://www.flipkart.com/Wadhwa,-Shroff-and-Nadkarni-Doloribus-Plus-ACs-5-4329"
Issac-Warrior Sed Ultra Dresses 10,4597.57,3.2,8214,8634,1448,Fashion,Dresses,20,MobileHub,TRUE,https://www.flipkart.com/Issac-Warrior-Sed-Ultra-Dresses-10-7037
"Boase, Deol and Varghese Harum Lite Lighting 10",30646.82,3.3,7563,3884,623,Home,Lighting,24,Flipkart Assured,TRUE,"https://www.flipkart.com/Boase,-Deol-and-Varghese-Harum-Lite-Lighting-10-5027"
"Sundaram, Dass and Kibe Hic Lite Headphones 1",8299.6,3.1,1443,4894,670,Electronics,Headphones,47,HomeCare Solutions,FALSE,"https://www.flipkart.com/Sundaram,-Dass-and-Kibe-Hic-Lite-Headphones-1-2286"
Krishna-Sami Consequatur Plus T-Shirts 5,1986.97,4.5,6019,8700,743,Fashion,T-Shirts,0,MobileHub,FALSE,https://www.flipkart.com/Krishna-Sami-Consequatur-Plus-T-Shirts-5-5599
"Ramakrishnan, Khatri and Johal Delectus Plus ACs 14",21718.88,4.9,2675,6834,2290,Appliances,ACs,0,HomeCare Solutions,TRUE,"https://www.flipkart.com/Ramakrishnan,-Khatri-and-Johal-Delectus-Plus-ACs-14-4268"
"Ganesan, Pai and Dave Quia Pro Washing Machines 13",8765.01,4.1,3462,536,34,Appliances,Washing Machines,0,HomeCare Solutions,TRUE,"https://www.flipkart.com/Ganesan,-Pai-and-Dave-Quia-Pro-Washing-Machines-13-8138"
"Tella, Grover and Kale Fuga Lite Lighting 11",11473.17,3.1,7774,9621,53,Home,Lighting,0,MobileHub,TRUE,"https://www.flipkart.com/Tella,-Grover-and-Kale-Fuga-Lite-Lighting-11-9125"
"Goda, Sachar and Bhargava Alias Ultra Kitchenware 11",35769.57,3.3,8213,1206,595,Home,Kitchenware,0,HomeCare Solutions,FALSE,"https://www.flipkart.com/Goda,-Sachar-and-Bhargava-Alias-Ultra-Kitchenware-11-2914"
